iter	Logloss
507	0.3341060434
508	0.3341014143
509	0.3340940105
510	0.334089191
511	0.3340836347
512	0.3340754447
513	0.3340667647
514	0.3340614375
515	0.3340566392
516	0.3340485902
517	0.3340403403
518	0.3340348721
519	0.3340272392
520	0.334020389
521	0.3340112013
522	0.3340067767
523	0.3340010229
524	0.3339953819
525	0.3339902627
526	0.333986099
527	0.3339789491
528	0.3339726171
529	0.3339664544
530	0.3339597487
531	0.3339564946
532	0.3339481777
533	0.3339404707
534	0.3339346782
535	0.3339297035
536	0.3339260687
537	0.3339229661
538	0.3339193489
539	0.3338989251
540	0.3338961046
541	0.3338532051
542	0.3338487699
543	0.3338415847
544	0.3338364162
545	0.3338283109
546	0.3338245173
547	0.3338200751
548	0.3338130979
549	0.3338070304
550	0.3338019006
551	0.3337954065
552	0.3337888277
553	0.3337815932
554	0.3337755538
555	0.3337698423
556	0.3337623575
557	0.3337580598
558	0.3337540547
559	0.3337498275
560	0.3337437318
561	0.3337380379
562	0.33373233
563	0.3337268477
564	0.333721182
565	0.3337162286
566	0.3337123645
567	0.3337079223
568	0.3337025457
569	0.3336972503
570	0.3336932382
571	0.3336876571
572	0.3336820126
573	0.3336672122
574	0.3336627981
575	0.3336587225
576	0.3336538995
577	0.3336477156
578	0.3336421452
579	0.3336371741
580	0.3336286703
581	0.3336249403
582	0.3336182522
583	0.3336142824
584	0.3336093994
585	0.3336027995
586	0.3335980646
587	0.3335937881
588	0.3335896878
589	0.3335832183
590	0.3335782931
591	0.3335744607
592	0.3335713406
593	0.3335659993
594	0.3335588036
595	0.3335520732
596	0.3335475146
597	0.3335430723
598	0.3335369025
599	0.3335230928
600	0.3335178784
601	0.3335118673
602	0.3335065648
603	0.3335019075
604	0.3334966861
605	0.3334907313
606	0.3334840997
607	0.3334789241
608	0.3334744078
609	0.3334688973
610	0.3334626817
611	0.3334588811
612	0.3334542308
613	0.3334494184
614	0.3334443732
615	0.333438422
616	0.3334346144
617	0.3334297314
618	0.3334248943
619	0.3334189255
620	0.3334127698
621	0.3333997004
622	0.3333947681
623	0.3333864194
624	0.3333808278
625	0.3333763468
626	0.3333711254
627	0.3333670145
628	0.333363496
629	0.3333575131
630	0.3333536384
631	0.3333473276
632	0.333341535
633	0.3333371034
634	0.3333281096
635	0.3333255606
636	0.333319352
637	0.3333144479
638	0.333309646
639	0.3333043506
640	0.3333008708
641	0.3332960055
642	0.3332904315
643	0.3332839797
644	0.3332792377
645	0.3332438936
646	0.3332376745
647	0.3332334755
648	0.3332293012
649	0.3332244147
650	0.3332206388
651	0.3332151776
652	0.3332093498
653	0.3332051508
654	0.3332013396
655	0.3331966294
656	0.3331907064
657	0.3331873042
658	0.3331810498
659	0.3331764278
660	0.3331685057
661	0.3331639471
662	0.3331577809
663	0.3331537934
664	0.3331505005
665	0.3331467281
666	0.333144232
667	0.3331384747
668	0.3331321886
669	0.3331271998
670	0.3331214954
671	0.3331171025
672	0.3331126497
673	0.3331071286
674	0.3331003877
675	0.3330963332
676	0.3330917429
677	0.3330849667
678	0.3330808558
679	0.3330749223
680	0.3330718479
681	0.3330688124
682	0.3330647262
683	0.333060425
684	0.3330564411
685	0.3330514524
686	0.3330478844
687	0.3330428887
688	0.3330389964
689	0.33303674
690	0.3330315363
691	0.3330274042
692	0.3330234979
693	0.3330147332
694	0.3330096952
695	0.3330052177
696	0.3330018331
697	0.3329698277
698	0.3329618458
699	0.3329576785
700	0.3329572519
701	0.3329530141
702	0.3329496472
703	0.3329454693
704	0.3329394864
705	0.3329330275
706	0.3329282362
707	0.3329252712
708	0.3329177828
709	0.3329135803
710	0.3329097656
711	0.3329043926
712	0.3328998693
713	0.3328930578
714	0.3328885944
715	0.3328848009
716	0.3328795935
717	0.3328763535
718	0.3328721827
719	0.332867811
720	0.3328634322
721	0.3328593002
722	0.3328536874
723	0.332849559
724	0.3328451626
725	0.3328390386
726	0.3328355659
727	0.3328320085
728	0.3328283807
729	0.3328243721
730	0.3328196337
731	0.3328154241
732	0.3328073435
733	0.3328033842
734	0.3327986423
735	0.3327941718
736	0.3327898424
737	0.3327847338
738	0.3327775592
739	0.3327735435
740	0.3327699263
741	0.3327660834
742	0.3327628398
743	0.3327532573
744	0.3327496611
745	0.3327403712
746	0.332736077
747	0.3327303479
748	0.3327265367
749	0.3327232368
750	0.3327184455
751	0.3327151878
752	0.33271101
753	0.3327063139
754	0.332702746
755	0.3326979794
756	0.332691933
757	0.3326882135
758	0.3326849453
759	0.3326792867
760	0.3326757752
761	0.3326729723
762	0.3326695737
763	0.3326656884
764	0.3326543678
765	0.332650271
766	0.3326461143
767	0.3326426099
768	0.3326387211
769	0.3326342895
770	0.3326307991
771	0.3326269421
772	0.3326223095
773	0.332616658
774	0.3326129138
775	0.3326085597
776	0.332600063
777	0.332596904
778	0.3325908329
779	0.3325854881
780	0.3325791738
781	0.3325747386
782	0.3325714351
783	0.3325657836
784	0.332562265
785	0.3325343599
786	0.3325295263
787	0.3325259655
788	0.3325232261
789	0.3325190412
790	0.332515988
791	0.3325127022
792	0.3325087147
793	0.3325053478
794	0.3325011382
795	0.3324969745
796	0.332493121
797	0.3324889608
798	0.3324851919
799	0.332480383
800	0.3324751933
801	0.3324707899
802	0.3324672184
803	0.3324641582
804	0.3324614541
805	0.3324573538
806	0.3324526753
807	0.3324488712
808	0.3324440341
809	0.3324398492
810	0.3324362672
811	0.332432456
812	0.3324287753
813	0.332424259
814	0.332421234
815	0.3324175004
816	0.3324132309
817	0.3324103682
818	0.3324060352
819	0.3324018397
820	0.3323982718
821	0.3323917741
822	0.3323883649
823	0.3323848181
824	0.3323815711
825	0.3323776612
826	0.3323733529
827	0.3323699401
828	0.3323651876
829	0.3323614328
830	0.3323565816
831	0.3323525483
832	0.3323478381
833	0.3323444677
834	0.3323409456
835	0.332340445
836	0.3323364822
837	0.3323336088
838	0.3323304041
839	0.3323274073
840	0.3323234516
841	0.3323202503
842	0.3323167459
843	0.3322914427
844	0.3322874799
845	0.3322830905
846	0.3322777916
847	0.3322736666
848	0.3322705077
849	0.3322656212
850	0.3322624517
851	0.3322593209
852	0.3322563524
853	0.3322541136
854	0.332251198
855	0.3322480637
856	0.3322430256
857	0.3322388619
858	0.3322383507
859	0.3322310457
860	0.3322264342
861	0.3322245374
862	0.3322205358
863	0.3322171372
864	0.3322132414
865	0.332208228
866	0.3322044908
867	0.3322040537
868	0.3321997983
869	0.3321962691
870	0.3321926061
871	0.3321878994
872	0.332185442
873	0.3321828648
874	0.3321798857
875	0.33217648
876	0.3321727464
877	0.3321685791
878	0.3321644471
879	0.3321602093
880	0.3321559962
881	0.3321528444
882	0.3321484973
883	0.3321447989
884	0.3321410759
885	0.3321372119
886	0.3321338555
887	0.3321300055
888	0.3321271075
889	0.33212483
890	0.332122972
891	0.3321178951
892	0.3321144224
893	0.3321105054
894	0.332108034
895	0.3321055132
896	0.3321050831
897	0.3321032568
898	0.3321028091
899	0.3320981447
900	0.3320935508
901	0.33208999
902	0.332085717
903	0.332085315
904	0.3320797411
905	0.3320758947
906	0.3320729543
907	0.3320687624
908	0.3320651663
909	0.3320612246
910	0.3320538843
911	0.3320513177
912	0.3320471963
913	0.3320413755
914	0.3320369685
915	0.3320332279
916	0.3320310208
917	0.33202581
918	0.3320220411
919	0.3320190973
920	0.332015822
921	0.3320121906
922	0.3320096346
923	0.3320062711
924	0.3320005667
925	0.3319945027
926	0.3319888371
927	0.3319866441
928	0.3319831291
929	0.3319807775
930	0.3319777138
931	0.3319750308
932	0.3319723901
933	0.3319668585
934	0.331963562
935	0.3319594018
936	0.3319569727
937	0.3319521885
938	0.3319490507
939	0.3319453171
940	0.3319415376
941	0.3319380367
942	0.3319340457
943	0.3319313169
944	0.3319279288
945	0.3319241212
946	0.3319201937
947	0.331917278
948	0.3319148312
949	0.331911697
950	0.3319047022
951	0.3319007359
952	0.3318977779
953	0.3318950843
954	0.3318913719
955	0.331888911
956	0.3318861434
957	0.3318829105
958	0.3318796528
959	0.3318754009
960	0.3318705814
961	0.3318683251
962	0.3318649052
963	0.331862321
964	0.3318526185
965	0.3318489625
966	0.3318445907
967	0.3318401062
968	0.3318362703
969	0.3318326777
970	0.3318283624
971	0.3318253022
972	0.3318210115
973	0.3318184167
974	0.3318154305
975	0.3318100222
976	0.331805446
977	0.3318010461
978	0.3317982432
979	0.3317952394
980	0.3317898558
981	0.3317864607
982	0.3317860975
983	0.3317821277
984	0.3317788207
985	0.3317735252
986	0.3317706766
987	0.3317673237
988	0.3317646407
989	0.3317613055
990	0.3317561405
991	0.3317534998
992	0.3317495547
993	0.3317466884
994	0.3317410827
995	0.3317366369
996	0.3317334286
997	0.3317264338
998	0.3317220057
999	0.3317172532
